Wavelength (nm),Absorbance,Title,Time
366,0.001072,,
365.5,0.001072,,
365,0.000813,,
364.5,0.001337,,
364,0.001284,,
363.5,0.001205,,
363,0.001097,,
362.5,0.001208,,
362,0.001256,,
361.5,0.000898,,
361,0.001267,,
360.5,0.001372,,
360,0.00131,,
359.5,0.001556,,
359,0.00147,,
358.5,0.001091,,
358,0.001454,,
357.5,0.001133,,
357,0.001216,,
356.5,0.00145,,
356,0.001154,,
355.5,0.001053,,
355,0.001242,,
354.5,0.00114,,
354,0.001101,,
353.5,0.00134,,
353,0.000918,,
352.5,0.001312,,
352,0.001371,,
351.5,0.001162,,
351,0.001442,,
350.5,0.001415,,
350,0.001577,,
349.5,0.001771,,
349,0.00121,,
348.5,0.001606,,
348,0.001341,,
347.5,0.00088,,
347,0.001772,,
346.5,0.001591,,
346,0.001435,,
345.5,0.001384,,
345,0.001431,,
344.5,0.00164,,
344,0.001555,,
343.5,0.001612,,
343,0.001751,,
342.5,0.001188,,
342,0.001436,,
341.5,0.001698,,
341,0.001445,,
340.5,0.001438,,
340,0.001579,,
339.5,0.001251,,
339,0.00123,,
338.5,0.001212,,
338,0.001277,,
337.5,0.001375,,
337,0.001548,,
336.5,0.00095,,
336,0.001549,,
335.5,0.001475,,
335,0.000946,,
334.5,0.001096,,
334,0.001439,,
333.5,0.001277,,
333,0.00129,,
332.5,0.001564,,
332,0.001082,,
331.5,0.001581,,
331,0.001487,,
330.5,0.001226,,
330,0.00138,,
329.5,0.001507,,
329,0.001656,,
328.5,0.001785,,
328,0.001573,,
327.5,0.001526,,
327,0.001531,,
326.5,0.001518,,
326,0.00167,,
325.5,0.001406,,
325,0.001278,,
324.5,0.001867,,
324,0.001649,,
323.5,0.001838,,
323,0.001796,,
322.5,0.001618,,
322,0.001737,,
321.5,0.001689,,
321,0.00145,,
320.5,0.002175,,
320,0.001563,,
319.5,0.002052,,
319,0.001974,,
318.5,0.001609,,
318,0.001716,,
317.5,0.001826,,
317,0.001985,,
316.5,0.001796,,
316,0.001762,,
315.5,0.001592,,
315,0.001919,,
314.5,0.001771,,
314,0.001944,,
313.5,0.001923,,
313,0.001819,,
312.5,0.002049,,
312,0.002251,,
311.5,0.002069,,
311,0.002201,,
310.5,0.002138,,
310,0.002216,,
309.5,0.002155,,
309,0.002083,,
308.5,0.001989,,
308,0.0022,,
307.5,0.00251,,
307,0.002187,,
306.5,0.002362,,
306,0.002447,,
305.5,0.00261,,
305,0.002493,,
304.5,0.002419,,
304,0.002106,,
303.5,0.002431,,
303,0.002314,,
302.5,0.002599,,
302,0.002719,,
301.5,0.002822,,
301,0.00263,,
300.5,0.002968,,
300,0.002799,,
299.5,0.003119,,
299,0.003019,,
298.5,0.003038,,
298,0.003094,,
297.5,0.003369,,
297,0.003239,,
296.5,0.003141,,
296,0.003682,,
295.5,0.003226,,
295,0.00391,,
294.5,0.003658,,
294,0.003474,,
293.5,0.003783,,
293,0.003959,,
292.5,0.004651,,
292,0.004489,,
291.5,0.004515,,
291,0.005041,,
290.5,0.005035,,
290,0.005301,,
289.5,0.005824,,
289,0.006239,,
288.5,0.006146,,
288,0.006357,,
287.5,0.006788,,
287,0.006515,,
286.5,0.00696,,
286,0.007172,,
285.5,0.007221,,
285,0.007402,,
284.5,0.007978,,
284,0.007546,,
283.5,0.007707,,
283,0.008113,,
282.5,0.008099,,
282,0.007982,,
281.5,0.008068,,
281,0.008462,,
280.5,0.008373,,
280,0.008367,,
279.5,0.008635,,
279,0.008586,,
278.5,0.008496,,
278,0.008667,,
277.5,0.008857,,
277,0.009295,,
276.5,0.008689,,
276,0.008616,,
275.5,0.008984,,
275,0.008964,,
274.5,0.008715,,
274,0.008414,,
273.5,0.008413,,
273,0.00835,,
272.5,0.008722,,
272,0.008324,,
271.5,0.008364,,
271,0.008593,,
270.5,0.008302,,
270,0.008229,,
269.5,0.008091,,
269,0.008419,,
268.5,0.008115,,
268,0.00834,,
267.5,0.008268,,
267,0.007958,,
266.5,0.00818,,
266,0.00818,,
265.5,0.00818,,
265,0.00818,,
264.5,0.00818,,
264,0.00818,,
263.5,0.00818,,
263,0.00818,,
262.5,0.00818,,
262,0.00818,,
261.5,0.00818,,
261,0.00818,,
260.5,0.00818,,
260,0.00818,,
259.5,0.00818,,
259,0.00818,,
258.5,0.00818,,
258,0.00818,,
257.5,0.00818,,
257,0.00818,,
256.5,0.00818,,
256,0.00818,,
255.5,0.00818,,
255,0.00818,,
254.5,0.00818,,
254,0.00818,,
253.5,0.00818,,
253,0.00818,,
252.5,0.00818,,
252,0.00818,,
251.5,0.00818,,
251,0.00818,,
250.5,0.00818,,
250,0.00818,,
249.5,0.00818,,
249,0.00818,,
248.5,0.00818,,
248,0.00818,,
247.5,0.00818,,
247,0.00818,,
246.5,0.00818,,
246,0.00818,,
245.5,0.00818,,
245,0.00818,,
244.5,0.00818,,
244,0.00818,,
243.5,0.00818,,
243,0.00818,,
242.5,0.00818,,
242,0.00818,,
241.5,0.00818,,
241,0.00818,,
240.5,0.00818,,
240,0.00818,,
